Ag,As_,Au,B,Ba,Be,Bi,Cd,Co,Cr,Cu,F,Hg,La,Li,Mn,Mo,Nb,Ni,P,Pb,Sb,Sn,Sr,Th,Ti,U,V,W,Y,Zn,Zr,Al2O3,CaO,Fe2O3,K2O,MgO,Na2O,SiO2,Coor_X,Coor_Y
32,5,0.8,36,962,1.8,0.23,0.04,12,57,15,329,20,30,26,454,0.23,12,21,314,36,0.36,2.4,370,7.75,3112,1.4,52,1.3,22,38,318,12.81,1.35,3.18,2.77,0.97,3.04,71.17,40503556.33,4106572.524
28,4.9,1.2,37,903,1.7,0.18,0.04,11,50,13,290,15,29,22,423,0.23,12,18,291,35,0.31,2.4,388,6.75,2924,1.4,50,1.3,20,34,325,12.77,1.31,3.03,2.68,0.92,3.14,72.32,40505334.49,4106573.46
26,5.3,2.7,38,951,1.8,0.2,0.04,12,58,13,301,17,32,24,432,0.2,12,21,294,34,0.34,2.4,389,8.25,2982,1.42,53,1.4,21,39,334,12.77,1.31,3.15,2.63,1.02,2.96,72.41,40507112.65,4106574.77
27,5.4,2.6,38,1016,1.8,0.18,0.03,12,59,14,295,17,32,24,424,1.7,12,21,301,32,0.37,2.4,376,8,3094,1.4,54,1.5,20,40,350,12.77,1.25,3.1,2.6,1.02,2.74,72.65,40508890.82,4106576.454
28,5.4,2.1,40,1008,1.8,0.18,0.03,12,48,14,291,19,32,25,442,1.7,14,20,294,34,0.34,2.4,370,6.25,3053,1.42,54,1.6,21,41,334,12.56,1.09,3.04,2.58,0.91,2.68,73.46,40511558.06,4106579.683
28,4.6,2.2,39,1138,1.9,0.14,0.03,11,44,14,275,18,32,27,450,1.3,14,20,270,36,0.28,2.3,444,6.75,3072,1.48,52,1.3,20,44,314,12.82,1.16,3,2.65,0.82,2.8,73.35,40513336.23,4106582.303
26,4.5,1.2,36,1221,1.9,0.11,0.02,9.9,46,13,264,17,32,27,436,1.3,14,20,281,38,0.31,2.3,496,7.5,3037,1.42,52,1.2,19,46,306,12.52,1.16,3.03,2.71,0.79,2.88,70.48,40515114.39,4106585.298
27,4.5,1.4,34,1183,1.7,0.11,0.02,10,41,12,252,15,30,26,418,0.11,12,17,256,38,0.28,2.3,515,7.25,2724,1.31,53,1.2,18,44,301,12.33,1.11,2.88,2.8,0.72,3.04,69.78,40516892.56,4106588.667
26,4.1,1.5,39,1125,1.6,0.11,0.03,10,34,12,234,17,28,21,405,0.14,12,14,194,34,0.28,2.7,486,6.25,2710,1.37,48,1.1,17,38,340,13.67,1.23,2.77,2.85,0.69,3.15,70.85,40519559.8,4106594.422
25,4.3,2.1,44,1098,1.8,0.11,0.03,10,33,12,250,20,28,20,412,0.18,12,14,165,30,0.31,4.3,431,7.25,2813,1.52,43,1.2,16,36,359,14.28,1.21,2.83,2.79,0.69,3.11,70.78,40521337.97,4106598.727
38,4.7,1.1,39,907,2.6,0.14,0.04,6.7,38,17,306,9.5,33,20,443,0.27,13,20,275,20,0.37,1.9,359,10,3672,1.2,51,1.2,19,40,425,15.49,1.17,3.13,2.74,0.87,2.73,73.2,40523116.14,4106603.406
74,19,3.2,44,673,2.9,0.2,0.07,8.8,73,28,480,9,35,27,700,0.54,18,38,336,23,1.2,2.8,289,8,4496,2.2,93,2.1,27,54,467,14.17,1.59,4.97,2.46,1.21,1.98,71.96,40524894.31,4106608.459
101,4.9,35,30,713,2.2,0.2,0.07,20,64,33,451,9,35,24,763,0.56,18,40,479,23,0.37,2.8,234,5,5096,1.5,125,3.3,24,62,421,14,1.49,5.87,2.25,1.22,2.38,68.24,40527561.56,4106616.741
78,5.4,3.2,32,667,2.1,0.15,0.08,18,68,26,387,14,34,24,667,0.31,15,36,428,22,0.5,2.6,247,8,4646,1.6,107,2.6,21,63,333,15,1.46,5.31,2.22,1.45,2.34,67.68,40529339.73,4106622.73
76,11,2.6,43,690,3,0.25,0.15,30,86,40,513,12,42,29,763,0.92,20,46,308,38,0.56,3.3,227,11,4746,2.8,134,2.1,27,81,346,14.58,1.58,5.63,2.2,1.84,1.91,68.32,40531113.81,4107738.913
46,7.3,3.4,32,567,1.7,0.12,0.06,3.4,63,23,387,14,25,24,577,0.3,10,28,388,21,0.44,2.1,231,8,4596,1.8,88,2.4,16,90,387,14.17,1.91,5.17,2.14,1.79,2.34,69.29,40532891.75,4107745.652
35,4.5,2,31,580,2,0.11,0.04,12,66,27,306,14,28,25,567,0.25,14,39,336,21,0.46,2.6,242,7.4,4846,1.6,105,1.4,19,44,392,13.75,1.76,5.18,1.87,1.22,2.19,68.6,40535558.66,4107756.462
27,4.2,1,30,643,2.1,0.12,0.05,12,84,23,323,11,35,25,700,0.4,18,39,416,19,0.46,2.4,225,10,5146,1.8,91,1.6,23,74,683,14.41,1.74,5.41,2.03,1.16,2.37,67.66,40537336.61,4107764.136
33,4,1.8,45,563,1.9,0.12,0.05,12,68,34,314,11,28,24,567,0.37,20,30,313,19,0.46,2.7,200,7.1,5495,1.8,98,1.1,21,57,542,15,1.66,5.43,1.98,1.11,2.31,70.01,40539114.55,4107772.185
25,6,1.9,24,557,2.1,0.09,0.04,21,96,37,461,8,37,24,937,0.5,23,50,585,15,0.51,2.5,242,11,7644,1.5,147,1.6,28,62,587,15.9,2.5,7.3,1.75,1.9,2.33,65.07,40540892.49,4107780.608
29,3.8,1.8,23,550,1.9,0.1,0.05,21,66,30,294,11,31,25,577,0.25,20,42,314,11,0.37,1.8,231,8,5346,1.4,108,1.4,23,68,433,14.73,1.94,5.47,1.83,1.4,2.31,69.2,40543559.41,4107793.945
36,4,1.2,26,528,1.4,0.07,0.02,18,79,32,252,20,29,22,672,0.28,12,48,513,16,0.37,1.6,242,7.5,5258,1.6,117,1.1,18,42,333,14.34,3.24,5.74,1.78,1.7,2.48,65.89,40545337.36,4107803.305
30,3.8,1.2,28,512,1.6,0.05,0.03,18,76,34,266,23,34,22,702,0.31,13,44,545,15,0.37,1.9,266,9.5,5346,1.65,121,0.94,13,50,364,14.2,3.49,6.2,1.8,1.79,2.5,64.52,40547115.31,4107813.039
29,3.6,1.6,33,487,1.6,0.05,0.02,14,69,27,228,22,33,21,660,0.28,12,38,492,16,0.31,2.2,248,9,5021,1.75,108,0.94,14,46,406,14.09,3.28,5.73,1.78,1.65,2.58,65.67,40548893.26,4107823.147
31,3.9,1.6,40,462,1.4,0.07,0.02,12,58,24,200,26,28,21,640,0.23,12,34,428,19,0.31,2.4,210,7,4821,1.75,100,1,18,40,348,14.24,3.05,5.23,1.71,1.55,2.69,67.64,40551560.19,4107839.011
26,3.8,1.5,42,475,1.6,0.1,0.02,13,57,24,228,28,29,23,613,0.3,12,36,346,20,0.34,2.6,204,8,4571,2,102,0.87,20,43,325,14.64,2.6,5.28,1.75,1.52,2.74,67.49,40553338.14,4107850.055
26,4,1.4,42,563,2,0.11,0.03,12,49,25,334,22,38,26,660,0.41,13,38,377,20,0.37,2.3,224,9,4446,2.4,104,0.98,25,49,308,15.15,2.46,5.77,2.02,1.65,2.46,65.76,40555116.1,4107861.474
28,4,1.1,51,618,2.2,0.15,0.03,15,45,26,527,20,48,37,728,0.37,12,38,517,24,0.34,2.6,214,12,4196,2.9,95,1.4,26,56,275,15.96,2.54,6.1,2.49,1.95,1.91,63.53,40556894.06,4107873.267
28,5.7,1,40,891,1.9,0.17,0.03,11,40,14,334,26,28,27,459,0.2,13,18,269,37,0.36,4.1,318,8.25,3565,1.35,53,1.4,22,42,402,13.83,1.32,3.15,2.81,0.99,2.73,68.56,40500888.85,4108791.451
30,5.4,0.6,40,889,1.8,0.23,0.04,11,47,14,300,22,28,26,453,0.25,14,19,279,31,0.38,4,329,7.5,3712,1.45,54,1.6,22,33,397,13.32,1.37,3.14,2.72,1.01,2.79,68.77,40503555.39,4108792.153
25,5.4,0.89,41,870,1.8,0.25,0.04,11,48,14,293,16,30,22,424,0.34,14,18,286,33,0.37,2.4,350,7.25,3630,1.5,53,1.8,22,28,427,13.62,1.31,3.07,2.61,0.97,2.81,73.07,40505333.09,4108793.089
24,5.5,1.2,40,972,1.9,0.34,0.04,13,61,15,313,17,34,24,431,0.37,14,22,294,32,0.34,2.4,374,8.5,3494,1.48,56,2.4,21,33,425,13.52,1.34,3.15,2.58,1.09,2.74,73.69,40507110.78,4108794.399
24,5.9,1.2,36,1046,2,0.33,0.04,13,66,16,309,17,34,26,448,3.1,13,22,279,32,0.34,2.2,396,8,3377,1.52,56,2.3,21,36,376,13.22,1.37,3.15,2.57,1.07,2.73,73.27,40508888.48,4108796.084
24,5.8,1.2,36,1083,1.9,0.2,0.03,13,50,15,303,18,32,28,476,0.2,13,19,282,38,0.34,2.3,411,6.25,3259,1.55,53,1.7,21,40,338,13.07,1.2,3.11,2.62,0.91,2.77,73.12,40511555.02,4108799.313
24,4.7,1.4,36,1116,1.7,0.14,0.03,12,47,13,296,18,31,30,460,0.15,12,19,279,37,0.33,2.2,404,6.75,3153,1.52,52,1.4,18,44,324,12.31,1.09,3.13,2.68,0.86,2.74,72.73,40513332.72,4108801.934
24,4.6,1.2,39,1096,1.6,0.12,0.02,12,48,13,271,18,30,26,408,0.15,12,18,244,36,0.34,2.2,405,7,2994,1.42,50,1.4,18,41,339,11.9,1.03,3.03,2.69,0.81,2.73,73.39,40515110.42,4108804.929
30,4.9,1.2,38,1137,1.6,0.14,0.03,11,42,12,260,17,29,23,402,0.18,11,16,231,36,0.31,2.3,441,6.75,2888,1.31,52,1.3,18,40,335,12.47,1.1,2.88,2.75,0.76,2.88,73.14,40516888.12,4108808.299
28,4.5,1.4,34,1150,1.6,0.14,0.03,11,36,11,256,17,29,21,410,0.18,11,15,214,36,0.28,2.3,488,7,3059,1.39,49,1.1,16,44,342,13.18,1.2,2.85,2.74,0.76,3,71.88,40519554.66,4108814.055
20,4.2,1.3,33,1192,1.7,0.11,0.02,11,36,11,240,18,29,21,398,0.15,11,15,182,36,0.3,2.3,525,7,2953,1.34,42,1,16,42,343,13.43,1.2,2.83,2.79,0.71,3.12,71.36,40521332.36,4108818.361
33,4.3,0.89,34,970,2.6,0.14,0.03,13,43,23,366,9,33,24,437,0.36,16,19,251,19,0.4,1.9,447,9,3747,1.4,55,1.8,20,54,425,14.83,1.14,3.27,2.61,0.87,2.74,70.55,40523110.06,4108823.041
69,4.1,1,38,983,2.4,0.11,0.04,8,44,31,332,6,34,24,400,0.4,15,18,285,22,0.34,2.4,421,10,3647,1.4,54,1.6,19,44,417,14.41,1.2,3.03,2.69,0.86,2.7,73.74,40524887.76,4108828.095
69,4.6,8,40,950,2.8,0.18,0.09,16,49,27,394,10,36,25,593,0.5,18,29,275,40,0.43,2.6,381,7.8,4047,1.6,73,2.4,23,50,429,15.24,1.23,3.6,2.65,0.99,2.5,72.54,40527554.32,4108836.379
48,3.9,6.9,29,717,2.7,0.17,0.07,16,75,27,428,9,35,29,617,0.51,18,33,405,33,0.37,2.2,336,9.5,4796,1.3,98,1.3,21,54,483,15.73,1.67,4.83,2.22,1.32,2.57,72.15,40529332.02,4108842.369
39,3.8,2.7,36,627,2,0.11,0.04,13,70,26,314,8,28,22,477,0.34,13,35,302,18,0.33,1.9,256,6,4546,1.4,72,1.3,16,40,475,14.17,1.48,3.97,2.25,1.19,2.49,72.65,40531109.72,4108848.734
38,4.2,2.3,33,583,2.4,0.15,0.06,20,84,29,380,9,37,25,633,0.33,17,38,455,14,0.41,1.8,251,8,5346,1.9,113,2.2,23,60,462,15.41,1.66,5.43,1.91,1.29,2.18,69.24,40532887.43,4108855.474
44,3.6,1,28,483,2.1,0.11,0.11,12,78,29,375,12,26,24,683,0.36,12,32,460,14,0.34,3,201,8,5296,1.6,113,2,19,54,450,14.9,1.8,5.49,1.78,1.31,2.25,65.27,40535553.99,4108866.284
29,2.8,1.1,27,627,2,0.12,0.05,8,68,25,347,11,31,22,650,0.34,14,23,445,12,0.28,1.8,260,7,5296,1.4,95,0.92,22,47,542,15.66,2.26,4.84,1.92,1.34,2.5,59.51,40537331.7,4108873.96
21,3.2,1.1,24,627,2.3,0.09,0.05,11,68,33,404,31,41,24,897,0.36,18,29,455,14,0.36,2.1,242,11,6445,1.5,127,1,25,68,700,16.24,2.19,6.51,1.92,1.42,2.39,67.58,40539104.26,4109991.836
32,4.3,1.3,34,523,2.2,0.12,0.05,18,80,32,332,14,31,24,777,0.28,18,38,410,20,0.36,1.7,223,7,5296,1.5,130,1.4,22,62,379,15.83,2.19,5.86,1.69,1.47,2.21,66.66,40540881.74,4110000.261
30,3.5,0.89,29,567,2.2,0.1,0.02,18,85,30,332,11,30,20,683,0.25,17,38,336,13,0.31,1.7,234,7,5096,1.3,110,1.2,21,68,350,14.73,2.25,5.21,1.75,1.45,2.38,69.12,40543547.96,4110013.6
40,4.4,1.2,29,558,1.5,0.09,0.03,19,81,29,256,23,32,24,654,0.31,14,42,436,16,0.41,2.1,226,8.5,4196,1.5,104,0.98,18,42,354,13.11,2.23,5.28,1.85,1.35,2.53,65.93,40545325.44,4110022.962
40,4.8,7.6,30,577,1.6,0.09,0.03,20,80,30,256,22,36,26,654,0.25,16,42,403,12,0.43,1.4,236,7.5,4321,1.45,108,0.92,22,41,400,13.24,2.14,5.26,1.87,1.32,2.48,66.48,40547102.92,4110032.697
31,4.6,7.6,32,540,1.5,0.09,0.02,16,66,24,236,22,36,22,622,0.21,16,35,403,13,0.37,2.2,222,7,4496,1.45,102,0.87,23,40,425,13.24,2.26,5.03,1.84,1.29,2.56,68.17,40548880.4,4110042.807
66,4.5,1.2,34,465,1.5,0.1,0.02,16,66,26,251,23,32,20,638,0.57,16,33,425,12,0.34,2.3,196,8,4896,1.65,106,0.93,22,41,379,13.35,2.4,5.51,1.73,1.39,2.61,68.11,40551546.63,4110058.675
66,4.8,2.1,42,465,1.8,0.11,0.03,22,65,33,311,24,34,23,750,0.34,16,44,494,12,0.31,2,200,8.5,4846,1.95,128,1,24,50,318,13.32,2.54,6.41,1.68,1.69,2.6,64.84,40553324.12,4110069.721
28,4.5,2.2,46,525,2,0.15,0.03,25,96,34,484,24,46,31,800,0.36,18,50,572,16,0.3,2,199,10.5,4496,2.5,128,1.2,28,61,277,13.83,2.4,6.64,2.09,2.02,2.21,63.23,40555101.61,4110081.142
29,4.6,1.2,44,600,2,0.15,0.03,22,94,30,566,22,52,33,766,0.36,18,44,731,19,0.3,2.2,242,12,4646,2.7,112,1.2,29,65,338,14.17,2.53,6.2,2.28,1.95,2.19,63.66,40556879.1,4110092.937
32,6.3,1.3,43,782,2,0.2,0.05,13,42,17,325,24,32,30,513,0.25,16,22,295,30,0.44,4.2,274,8.25,3830,1.55,61,1.5,24,35,415,13.71,1.44,3.4,2.63,1.09,2.5,67.17,40500888.73,4109901.268
34,6.1,1.2,47,778,2,0.31,0.05,13,47,17,302,22,33,28,466,0.5,16,20,289,31,0.44,4.4,270,8,3824,1.65,59,1.9,24,31,428,13.24,1.37,3.27,2.6,1.07,2.5,69.07,40503554.92,4109901.97
38,5.8,1.1,44,802,2,0.4,0.05,13,48,17,294,22,34,23,439,1.64,16,18,284,31,0.5,2.7,293,8.75,3888,1.67,56,2.6,24,28,464,13.41,1.31,3.1,2.55,1.02,2.53,73.59,40505332.39,4109902.906
35,5.4,1.2,42,782,2,0.51,0.05,13,52,18,308,23,34,24,442,1.68,16,20,269,29,0.47,2.6,288,9.25,3883,1.55,58,3.9,22,28,470,13.26,1.23,3.2,2.51,1.02,2.45,73.89,40507108.91,4111014.036
29,5.9,1.2,39,824,2.1,0.5,0.05,12,56,16,302,21,33,28,447,0.55,15,19,255,32,0.41,2.8,327,8,3712,1.45,56,3.4,22,33,426,13.22,1.3,3.27,2.5,0.96,2.61,72.92,40508886.14,4111015.722
27,6,1.1,36,996,2,0.27,0.04,13,50,14,282,20,32,30,470,0.25,14,18,245,38,0.4,3,393,6.75,3530,1.42,54,1.7,20,37,362,13.45,1.28,3.17,2.57,0.86,2.79,71.45,40511551.98,4111018.951
27,5.2,1.2,35,1112,1.8,0.15,0.03,13,47,14,292,18,31,31,475,0.2,13,19,252,38,0.37,2.6,398,7.25,3347,1.48,52,1.3,18,41,330,13.54,1.14,3.17,2.69,0.87,2.77,70.63,40513329.21,4111021.573
36,5,1.2,34,1195,1.8,0.14,0.03,12,46,14,278,14,30,26,444,0.18,12,19,230,36,0.37,2.1,416,7.25,3135,1.38,48,1.2,17,40,335,13.88,1.1,3.03,2.77,0.82,2.84,71.34,40515106.44,4111024.568
40,5.2,1.2,40,1116,1.8,0.15,0.03,12,45,13,263,15,31,23,436,0.18,13,18,230,35,0.36,2.4,400,7.5,3288,1.35,50,1.4,19,35,368,13.86,1.18,2.95,2.66,0.82,2.69,72.82,40516883.67,4111027.939
27,5,1.1,38,1103,1.7,0.15,0.02,12,43,12,263,18,31,22,424,0.18,13,16,219,34,0.33,2.4,458,8.25,3559,1.38,48,1.4,18,36,397,13.88,1.3,2.91,2.57,0.82,2.76,72.8,40519549.52,4111033.696
18,4.2,1.4,32,1370,1.7,0.1,0.01,11,41,11,256,18,30,22,392,0.2,12,15,186,34,0.3,2.2,611,7,3448,1.16,43,1.3,16,41,397,14.43,1.42,2.8,2.79,0.76,3.18,70.38,40521326.75,4111038.003
29,4.5,0.4,27,1033,2,0.1,0.03,19,54,18,258,9,32,20,463,0.23,14,22,200,21,0.43,2.8,410,7,3897,1.3,59,1.3,17,44,412,15.41,0.99,3.21,2.58,0.84,2.69,79.96,40523103.98,4111042.684
36,4.4,0.6,24,1033,2.1,0.12,0.05,15,38,15,352,7,32,20,410,0.25,16,21,228,19,0.37,1.9,447,8,3672,1.5,53,1.4,19,46,412,16,0.97,3.05,2.65,0.81,2.74,73.57,40524881.22,4111047.739
38,4.7,0.69,25,1083,2.4,0.11,0.03,14,40,16,323,6,35,22,440,0.25,16,22,228,21,0.4,2.1,403,9,3947,1.5,59,1.4,23,40,475,14.9,1.03,3.04,2.58,0.82,2.57,64.45,40527547.07,4111056.024
51,3.9,125,27,807,2.3,0.07,0.06,17,59,34,679,6,31,25,593,1.7,14,29,348,21,0.38,1.8,341,6.5,3797,1.2,72,2.1,23,59,375,15.24,1.66,4.54,2.42,1.21,2.57,69.91,40529324.3,4111062.016
55,3.7,11,25,607,2.1,0.1,0.05,16,68,28,480,14,28,29,603,0.52,12,34,320,23,0.37,1.8,240,8.6,4246,1.3,90,1.7,21,70,375,14.24,1.62,4.83,2.07,1.42,2.21,70.08,40531101.54,4111068.382
48,3.2,3.4,33,567,2.3,0.1,0.04,23,98,38,529,16,34,30,703,0.5,13,57,500,19,0.38,1.9,297,7,5096,2,120,2.5,21,62,375,14.83,2.01,5.99,1.79,1.82,2.19,69.95,40532878.78,4111075.123
46,4,2.2,30,573,2.2,0.28,0.04,21,89,28,359,11,35,25,653,0.31,16,41,434,23,0.4,2.1,275,9,5296,1.7,112,2.7,26,50,500,14.58,1.98,5.11,1.87,1.42,2.25,69.71,40535544.64,4111085.936
30,3,0.89,28,477,1.5,0.1,0.04,11,83,31,359,9,27,20,543,0.27,12,37,427,16,0.3,2.1,233,7,5196,1.3,96,0.93,14,51,467,16.66,2.4,5.26,1.68,1.49,2.56,65.89,40537321.88,4111093.613
30,5.1,1,28,433,1.9,0.1,0.02,17,81,37,276,26,30,24,667,0.3,18,39,360,17,0.38,2.4,198,7,6894,1.8,134,1.3,21,54,387,15.07,2.02,6.43,1.56,1.47,2.21,68.11,40539099.12,4111101.664
25,3.9,0.69,41,517,1.9,0.12,0.05,11,71,28,271,14,29,24,573,0.28,14,30,275,18,0.36,2.5,209,7,4946,1.6,100,1.4,21,44,475,14.34,1.6,4.74,1.87,1.17,2.3,71.64,40540876.36,4111110.09
38,5.1,1.2,39,580,2,0.11,0.04,14,64,29,314,10,32,24,573,0.34,15,36,314,20,0.4,2.2,242,8.4,5046,1.3,113,1.6,19,68,387,14.83,1.56,5.2,1.95,1.12,2.33,68.43,40543542.23,4111123.431
66,5.8,1.9,30,532,1.4,0.07,0.06,17,80,32,290,22,33,26,712,0.28,12,48,445,32,0.54,2.8,210,7.5,4446,1.5,98,1.1,20,56,384,13.52,2.39,5.37,1.96,1.52,2.45,67.13,40545319.48,4111132.793
52,4.8,1.6,30,512,1.2,0.1,0.05,14,86,30,281,24,28,26,610,0.28,12,54,412,25,0.46,2.6,200,7.5,4196,1.5,84,1.1,17,52,366,13.67,2.29,5.11,1.93,1.55,2.43,67.34,40547090.53,4112252.363
38,4.2,2,28,465,1.4,0.1,0.03,16,67,32,272,24,28,23,665,0.3,12,50,415,14,0.37,1.6,190,7.5,4622,1.8,104,1.1,18,48,340,13.33,2.71,6.03,1.78,1.69,2.43,67.21,40548867.54,4112262.476
37,4.4,2,37,435,1.6,0.1,0.03,20,53,33,301,20,32,23,734,0.36,14,40,444,16,0.38,2.1,194,7.5,5172,2,121,1.3,21,48,340,13.33,2.84,6.6,1.71,1.62,2.52,65.61,40551533.07,4112278.346
32,3.8,1.1,50,434,1.6,0.1,0.04,24,58,34,350,22,32,23,750,0.4,16,44,546,18,0.36,2.3,212,7,5995,1.95,132,1.2,24,55,322,13.43,3.13,6.96,1.71,1.85,2.65,62.16,40553310.09,4112289.395
26,3.9,1.2,54,470,1.8,0.15,0.03,22,62,32,428,22,42,28,750,0.38,16,42,536,20,0.31,2.4,193,9.5,5845,2.6,122,1,28,56,298,13.5,2.88,6.71,2.04,2,2.26,63.1,40555087.11,4112300.818
26,4.8,1.3,49,548,2.1,0.18,0.02,20,100,30,574,23,60,34,762,0.43,18,42,682,22,0.33,2.6,204,13.5,4946,3.2,106,1.4,34,59,438,13.75,2.12,6.14,2.38,1.82,1.99,63.64,40556864.13,4112312.615
38,6.3,1.2,42,806,2,0.2,0.07,15,49,20,396,25,38,29,516,0.4,16,25,480,33,0.49,3.6,301,8.75,3795,1.55,69,1.6,26,44,376,12.75,1.53,3.81,2.68,1.24,2.43,70.08,40500888.5,4112120.908
38,6.4,1.3,46,777,2,0.3,0.07,14,48,20,378,24,39,29,480,0.67,16,22,461,34,0.47,3.1,291,9.5,3930,1.52,68,2,25,41,406,12.92,1.51,3.78,2.58,1.27,2.31,71.11,40503553.99,4112121.611
42,6.5,1.2,47,690,2.1,0.4,0.06,14,50,21,305,25,38,25,448,1.59,16,21,312,31,0.55,2.9,245,10.75,3900,1.62,61,2.8,24,32,444,12.86,1.31,3.4,2.5,1.14,2.29,73.35,40505330.98,4112122.547
39,5.6,1.2,42,720,2.1,0.43,0.05,13,52,19,314,24,39,24,442,1.64,16,20,312,28,0.56,2.8,254,11.75,3865,1.5,60,3.9,24,30,466,12.33,1.2,3.37,2.57,1.02,2.38,70.89,40507107.98,4112123.858
32,5.6,1.2,40,743,2,0.37,0.05,12,51,16,312,23,38,25,447,0.67,16,19,314,30,0.5,2.8,283,10.75,3800,1.38,59,3.3,23,33,466,12.69,1.21,3.41,2.55,0.99,2.56,69.63,40508884.97,4112125.543
30,5.5,1.4,42,864,2,0.23,0.05,13,50,14,276,21,34,27,461,0.31,15,19,265,35,0.43,3.1,333,8,3671,1.45,57,1.7,21,35,420,13.45,1.21,3.25,2.5,0.96,2.62,70.7,40511550.46,4112128.773
31,5,1.2,40,1071,2.1,0.15,0.04,14,54,15,275,18,34,29,484,0.2,15,21,261,41,0.4,2.8,383,7.25,3565,1.5,56,1.4,21,37,390,13.58,1.14,3.11,2.57,0.94,2.64,69.48,40513327.46,4112131.395
39,5,1,34,1203,2.1,0.15,0.03,14,54,15,284,14,34,28,494,0.18,15,22,254,42,0.4,2.7,418,8,3488,1.42,53,1.3,20,40,388,14.36,1.17,3.08,2.69,0.89,2.73,69.14,40515102.47,4113244.215
34,5.2,1,35,1141,2.1,0.15,0.04,13,52,14,274,13,34,25,489,0.18,14,20,241,38,0.37,2.9,407,8.25,3482,1.23,53,1.3,20,40,390,14.53,1.21,3.11,2.68,0.86,2.7,70.68,40516879.23,4113247.586
24,5.4,1.1,38,1153,2,0.14,0.03,13,51,13,271,17,35,24,460,0.18,14,18,226,36,0.37,2.3,438,8,3565,1.15,52,1.4,21,40,397,14.3,1.23,3.07,2.66,0.86,2.73,72.05,40518655.99,4113251.331
22,5.2,1.5,35,1370,2,0.14,0.03,12,48,13,291,18,34,25,447,0.2,15,18,209,36,0.36,2.2,548,7.5,3689,1.08,52,1.4,18,50,389,14.71,1.34,3.15,2.81,0.89,2.99,69.12,40521321.14,4113257.652
27,4.1,0.6,38,867,2.2,0.14,0.06,11,63,25,375,8,32,24,333,0.34,15,18,257,22,0.4,2.2,297,9,3657,1.7,51,1.4,19,44,400,14.24,0.83,3.05,2.56,0.87,2.54,66.12,40523097.9,4113262.334
23,4.2,0.5,31,1010,2.2,0.14,0.04,9.7,48,24,352,9,35,25,337,0.25,16,12,228,23,0.4,2.1,366,8,3747,1.4,50,1.2,20,44,371,14.58,0.92,3.05,2.68,0.79,2.62,68.75,40524874.67,4113267.39
21,4.7,0.3,35,1010,2.3,0.15,0.05,14,48,19,337,5,32,25,373,0.34,18,19,216,20,0.38,1.9,392,7,3597,1.4,52,1.7,19,40,375,14.75,0.89,3.03,2.67,0.77,2.57,69.93,40526651.44,4113272.821
71,3.4,0.5,28,840,2.2,0.12,0.05,10,46,18,332,8,32,20,373,0.25,16,15,228,20,0.31,2.6,363,9,3172,1.4,48,1.3,19,44,364,14.17,0.93,2.9,2.92,0.69,2.87,69.37,40529316.59,4113281.67
30,4.5,4.3,32,600,2.4,0.17,0.05,17,71,25,594,7,31,27,497,0.5,18,30,257,18,0.4,2.4,203,6.9,3947,1.4,80,2.2,23,62,333,13.58,0.95,4.11,2.44,1.06,2.26,70.38,40531093.35,4113288.037
30,3.9,0.6,27,507,2.1,0.15,0.03,21,28,28,499,10,36,27,563,0.34,18,34,352,11,0.33,1.9,211,8,4072,1.6,83,1.2,22,64,392,14.24,1.39,4.24,2.01,1.16,2.34,68.52,40532870.12,4113294.779
30,3.7,1.1,20,450,2,0.14,0.03,27,89,38,387,10,31,22,767,0.23,20,45,500,10,0.31,1.7,234,6,5196,1.7,133,0.81,25,84,425,13.58,2.5,6.26,1.65,1.87,2.18,68.13,40534646.9,4113301.896
23,3.3,0.8,21,467,1.8,0.11,0.02,33,93,47,318,7,30,16,743,0.31,18,53,400,9.2,0.3,1.5,256,7,5346,1.7,132,1.3,25,54,387,14.24,2.84,6.46,1.5,1.94,2.38,65.59,40537312.05,4113313.273
23,3.3,1,23,417,2.1,0.1,0.03,28,88,34,480,7,31,30,667,0.2,18,46,688,13,0.36,2.2,313,7,5745,1.5,121,1.2,22,62,400,15.58,2.54,5.89,1.61,1.82,2.76,69.76,40539088.83,4113321.326
36,4.3,0.69,28,583,2.2,0.14,0.04,23,70,27,347,26,36,27,563,0.25,18,35,320,19,0.46,2.1,231,9,4521,1.6,96,2.1,23,50,433,14.07,1.31,4.43,1.99,1.02,2.26,69.69,40540865.6,4113329.753
36,3.7,0.89,28,600,2.1,0.12,0.02,15,66,23,387,6,34,20,467,0.2,16,34,240,14,0.4,2.2,260,9,4846,1.4,83,1.7,24,40,450,14,1.39,3.8,1.99,0.94,2.3,63.3,40542642.38,4113338.555
50,5,1.8,44,558,1.4,0.1,0.03,16,76,26,320,47,29,26,563,0.5,14,52,429,34,0.38,2.9,209,8,4658,1.75,80,1.2,19,60,414,13.75,2.32,4.88,2.15,1.42,2.42,66.89,40545307.55,4113352.461
58,5,1.6,56,574,1.6,0.11,0.06,18,78,28,369,23,30,26,602,0.4,15,52,520,26,0.41,2.4,240,7.5,4658,1.55,88,1.1,22,59,364,14.09,2.32,5.01,2.19,1.47,2.42,66.06,40547084.33,4113362.199
