Ag,As_,Au,B,Ba,Be,Bi,Cd,Co,Cr,Cu,F,Hg,La,Li,Mn,Mo,Nb,Ni,P,Pb,Sb,Sn,Sr,Th,Ti,U,V,W,Y,Zn,Zr,Al2O3,CaO,Fe2O3,K2O,MgO,Na2O,SiO2,Coor_X,Coor_Y
23,8,2.9,42,763,3,0.18,0.04,12,38,17,580,13,47,28,583,0.44,22,21,412,38,0.4,2.7,261,18.5,3898,3.9,58,1.6,20,52,321,11.82,1.14,3.67,2.74,0.87,2.99,67.62,40499109.99,4097693.381
33,6.9,4,32,692,1.7,0.18,0.1,22,66,29,390,215,28,22,573,0.27,15,37,358,28,0.28,2.4,261,6.7,4338,1.8,73,1.2,21,92,346,11.9,2.71,3.91,2.14,1.26,2.33,70.7,40483986.02,4101037.888
28,7.1,1.2,27,578,1.8,0.2,0.05,22,70,34,352,21,25,20,667,0.25,12,42,382,20,0.33,2.3,232,5.9,4118,1.9,91,0.85,18,65,325,12.65,2.5,4.66,2.02,1.4,2.3,67.62,40485765.35,4101034.708
14,5.5,1.2,21,511,2.4,0.25,0.04,33,108,48,788,13,31,28,967,0.58,15,59,498,22,0.25,3,250,8,5820,2.6,137,0.94,24,90,342,12.99,3.05,6.77,1.86,2.03,1.98,64.54,40487544.69,4101031.902
19,5.5,1.2,21,603,2.3,0.15,0.06,32,81,41,774,12,31,22,913,0.4,14,52,455,24,0.23,1.9,261,9.5,6149,2.2,143,0.75,21,81,425,13.15,2.92,6.67,2.07,1.89,2.39,70.7,40489324.02,4101029.47
21,8,0.89,36,695,2.4,0.17,0.03,19,63,22,508,21,33,22,597,0.34,17,32,400,26,0.33,2.2,291,12.5,4228,2.5,72,1.2,24,60,356,13.09,1.87,4.61,2.5,1.31,2.68,70.16,40491993.01,4101026.524
34,8,1.1,31,745,2.6,0.2,0.07,19,66,31,622,12,34,28,667,0.94,22,38,342,29,0.3,2.4,291,11.9,4228,3,82,1,27,66,1017,13.15,1.66,4.14,2.69,1.52,2.57,68.62,40493771.53,4099915.225
15,7.9,1,31,816,2.3,0.15,0.1,16,46,18,352,9,27,22,413,0.25,14,23,258,24,0.3,1.8,339,7.8,3623,1.9,58,1,20,45,342,12.22,1.37,2.97,2.52,0.91,2.8,71.19,40495551.09,4099914.103
13,6.8,0.89,25,923,3,0.15,0.04,13,36,16,779,10,30,22,480,0.33,22,18,255,38,0.25,2.2,350,12.6,3240,2.2,48,0.94,19,48,271,12.45,1.39,2.85,3.19,0.79,3.39,68.13,40497330.66,4099913.354
23,9.8,1.5,42,585,2.9,0.2,0.03,17,49,21,437,12,34,35,557,0.34,23,33,278,28,0.38,2.6,224,16.4,4338,5.2,62,1.2,24,58,296,11.75,1.23,3.53,2.38,1.07,2.65,66.08,40500000,4099912.934
33,7.9,0.6,45,582,1.4,0.17,0.08,14,68,27,342,38,29,22,477,0.28,12,38,412,42,0.34,2.2,216,5.6,5326,2,68,1.4,21,72,554,12.14,2.28,3.25,2.22,1.42,1.94,74.27,40483990.22,4103257.502
17,7.9,0.6,44,578,1.6,0.23,0.06,17,75,37,342,17,30,22,583,0.25,14,42,380,32,0.37,2.3,233,7.6,5765,1.9,91,1.2,21,68,417,13.32,1.91,4.81,2.16,1.47,2.04,69.16,40485767.22,4102144.514
22,7.4,0.5,34,514,1.3,0.17,0.02,19,70,38,408,23,29,20,513,0.25,9.3,42,455,21,0.31,2.2,254,5.7,4666,1.8,83,0.89,17,70,283,14.2,2.71,5.08,2.04,1.7,2.43,67.62,40487546.32,4102141.707
16,6.3,0.89,28,521,1.5,0.17,0.06,17,60,34,532,17,25,22,487,0.28,9.6,40,370,21,0.31,1.9,265,8.5,4776,1.9,87,0.94,17,65,325,13.69,2.75,4.91,1.96,1.72,2.39,70.19,40489325.42,4102139.275
32,7.4,1.1,37,567,1.8,0.14,0.08,14,68,27,565,20,27,30,607,0.27,11,36,422,30,0.33,2.7,216,6.2,4721,1.9,88,0.85,22,68,350,14.56,1.97,4.74,2.28,1.55,2.49,71.73,40491994.06,4102136.329
27,6.9,0.89,30,702,1.8,0.15,0.03,11,39,17,328,12,25,28,407,0.25,9.6,22,263,25,0.31,2,283,6.3,3678,1.7,49,1,20,48,304,13.15,1.49,2.97,2.73,1.07,2.93,71.19,40493773.16,4102134.832
17,7.9,0.8,31,833,2.2,0.1,0.01,12,36,17,361,12,23,25,383,0.2,11,26,232,27,0.37,1.9,392,5.8,3514,1.5,46,0.94,19,58,350,14.56,1.38,2.94,2.71,1.02,3.15,66.08,40495552.26,4102133.709
14,7.2,0.8,28,886,2.1,0.14,0.02,12,48,18,418,18,24,25,423,0.21,11,26,358,30,0.36,1.6,422,8.4,3568,2.4,48,0.89,16,48,371,14.64,1.6,2.91,2.89,1.24,3.18,67.62,40497331.36,4102132.961
22,6.8,0.8,36,993,2,0.15,0.01,17,66,20,456,18,28,30,453,0.31,12,38,302,35,0.25,2.3,456,6.9,3843,1.8,54,1,17,55,308,14.3,1.66,3.23,2.58,1.49,3.2,69.16,40500000,4102132.54
47,6.4,0.69,33,578,1.3,0.51,0.06,24,76,31,375,38,43,18,753,0.33,19,41,722,23,0.34,2.1,313,12.4,9114,2.3,109,1.4,25,58,325,12.14,3.49,5.34,1.92,1.74,2.33,65.56,40483992.32,4104367.311
38,6.3,0.5,26,585,1.6,0.21,0.04,19,74,46,375,26,30,20,807,0.21,12,45,588,17,0.25,2.5,317,7.3,5436,1.6,98,1,19,68,458,13.47,3,5.08,1.95,1.65,2.7,65.05,40485770.96,4104364.13
46,6.1,0.3,24,588,1.6,0.23,0.03,17,73,33,394,13,29,20,537,0.23,11,42,428,19,0.28,2.9,302,6.6,4721,1.4,84,1,18,65,413,14.26,2.75,4.5,1.91,1.62,2.57,70.19,40487549.59,4104361.323
33,5.8,1.8,31,550,2,0.18,0.03,15,61,33,361,13,29,22,453,0.23,7.4,44,400,17,0.28,2.1,283,5,4173,1.6,75,1,17,58,288,12.52,2.32,4.33,2.02,1.47,2.52,66.98,40489328.22,4104358.89
31,7.1,0.4,32,508,2.1,0.34,0.04,22,73,37,446,30,32,25,623,0.28,10,51,428,21,0.36,2.3,243,8,4613,1.8,99,1.1,23,62,383,13.77,2.42,5.34,1.97,1.54,2.33,67.1,40491996.16,4104355.943
21,7.9,0.5,31,759,2.3,0.15,0.02,12,46,19,361,19,30,25,453,0.23,11,29,220,25,0.34,2.4,272,5.7,3953,1,55,1.3,21,55,375,13.77,1.37,3.25,2.65,1.04,2.6,70.19,40493774.8,4104354.446
29,8,4.1,34,851,2,0.17,0.03,12,43,21,342,22,26,22,430,0.2,8,24,348,32,0.31,2.6,313,5.4,3459,1,48,1.1,20,45,346,13.47,1.21,2.78,2.85,0.99,2.99,72.75,40495553.43,4104353.323
29,11,0.8,54,798,2,0.2,0.05,9.2,53,21,394,7,30,25,547,0.27,9.7,31,358,37,0.4,2.7,265,7,4228,1.2,60,1.4,26,48,374,14.09,1.18,3.43,2.79,1.26,2.6,67.1,40497332.06,4104352.575
12,6.3,0.6,31,976,1.8,0.1,0.03,14,39,20,394,12,24,25,413,0.25,10,21,230,35,0.31,1.9,411,6.4,3322,1.5,44,0.94,19,55,225,15.11,1.16,2.91,3.01,0.96,3.39,67.62,40500000,4104352.154
46,5.6,2.2,33,602,1.9,0.34,0.1,12,123,21,402,22,31,22,527,0.37,12,23,532,43,0.31,3,190,4.8,3397,0.87,73,1.8,18,49,284,12.33,4.05,3.73,2.16,1.19,2.56,67.45,40482218.36,4106590.492
57,6.6,1.8,37,566,1.8,0.41,0.08,13,55,23,356,31,31,25,576,0.25,12,26,398,27,0.34,2.3,230,5.7,3997,1.4,89,1.7,20,32,218,11.96,2.23,4.27,2.14,1.22,2.26,68.94,40483996.53,4106586.935
46,7.4,2,31,522,2.1,0.61,0.09,16,60,27,482,37,33,25,630,0.6,13,32,438,26,0.43,2.5,223,5.4,3697,1.5,100,1.8,18,60,198,13.66,2.64,4.76,2.14,1.57,2.37,66.46,40485774.69,4106583.754
32,5.1,1.8,24,528,2.1,0.86,0.07,19,81,27,556,21,31,30,607,0.41,10,34,460,25,0.36,2.3,200,8,3647,1.6,99,1.5,15,54,204,13.37,2.78,5.23,2.1,1.79,2.53,66.46,40487552.86,4106580.946
60,7.1,1.6,22,558,1.9,0.38,0.05,16,59,24,493,10,34,22,553,0.27,10,25,542,18,0.6,1.9,240,5.6,3397,1.1,89,1.6,15,58,204,13.85,2.47,4.61,2.22,1.62,2.72,66.96,40490220.1,4106577.437
50,5.2,2.2,25,463,2,0.27,0.04,16,68,36,446,8.5,31,30,851,0.2,13,35,385,20,0.34,2,183,8.3,3947,1.6,118,0.8,20,62,192,14.11,2.91,6.21,1.93,1.87,2.35,64.99,40491998.27,4106575.565
54,6.7,1.6,33,730,2.5,0.2,0.03,15,43,17,409,24,30,30,553,0.2,14,24,245,32,0.34,2.4,280,6.7,2848,0.68,69,1,19,42,198,14.2,1.53,3.57,2.58,1.06,2.89,68.94,40493776.43,4106574.068
23,6.1,1.8,23,1003,2.6,0.15,0.03,6.7,37,14,336,14,31,25,573,0.18,12,20,238,33,0.31,2,337,7.5,2348,1.1,52,0.85,24,42,159,14.77,1.21,2.8,2.63,0.72,3.53,64.99,40495554.59,4106572.945
41,8.2,2.1,40,1003,2.5,0.28,0.05,14,78,19,387,18,42,28,650,0.3,15,26,340,35,0.4,5.6,180,6.2,3047,1.3,74,1.6,27,42,172,12.81,1.03,3.83,2.83,1.07,2.45,71.43,40498221.84,4106571.963
39,5.6,1.4,31,901,2.8,0.23,0.05,14,115,16,364,32,37,28,370,0.21,13,22,272,33,0.31,2,320,8.2,2498,1.2,56,1.1,22,46,165,14.11,1.02,2.95,3.19,0.81,3.16,69.44,40500000,4106571.775
36,5.6,3.2,37,558,2.1,0.25,0.1,6.7,42,18,402,29,31,22,569,0.34,12,21,358,29,0.28,3.2,270,6.3,3247,1.4,72,1.4,19,35,172,11.92,3.98,3.5,2.16,1.11,2.3,68.94,40482223.04,4108810.124
43,4.9,3,26,587,1.7,0.31,0.1,15,75,22,482,22,33,22,466,0.33,12,25,528,29,0.3,3.2,220,6.1,3897,1.2,87,1.8,20,49,251,13.26,3.63,4.11,2.14,1.26,2.62,64.47,40484000.73,4108806.567
26,5.3,1.5,25,627,1.8,0.46,0.18,13,45,19,482,18,31,25,527,0.62,9.7,21,415,30,0.31,2.6,223,7.1,2848,0.97,66,1.4,14,86,231,13.66,1.95,3.44,2.3,1.26,2.83,68.45,40485778.43,4108803.385
50,5.1,1.8,27,602,2.4,0.98,0.18,15,48,27,802,14,39,32,687,3.2,12,27,585,31,0.36,2.8,240,6.3,3797,1.5,85,1.4,16,82,264,15.05,2.09,4.93,2.4,1.52,2.49,64.99,40487556.13,4108800.577
60,5.6,1.5,25,602,2.2,0.56,0.1,14,46,27,613,12,34,30,650,1.8,12,28,500,25,0.3,2.7,230,7.5,3897,1.1,89,1.8,17,69,291,14.11,2.21,4.61,2.26,1.52,2.35,67.94,40490222.67,4108797.067
48,5.2,1.6,21,583,1.8,0.4,0.15,19,84,34,503,15,39,25,759,0.3,12,35,470,18,0.25,2.7,223,7,4047,1.5,113,1.3,20,69,244,13.18,2.78,5.28,2.05,1.69,2.35,66.96,40492000.37,4108795.195
42,5.1,1.5,21,583,3,0.2,0.04,19,125,30,626,20,28,32,759,0.31,13,40,385,24,0.31,2.3,207,4.9,3497,1.3,112,0.88,23,60,159,15.05,2.64,5.38,2.19,1.94,2.66,64.47,40493778.07,4108793.697
30,7,1.9,34,656,2.5,0.15,0.05,11,77,17,446,26,35,30,569,0.25,14,24,272,31,0.4,2.4,223,7.2,3047,1.6,68,1.2,26,42,291,14.11,1.42,3.54,2.62,1.04,2.83,67.94,40495555.76,4108792.574
49,7.3,1.6,31,700,2.4,0.2,0.04,13,41,18,470,12,37,30,607,0.33,16,27,245,31,0.4,2.3,323,7.5,3097,1,76,1.2,25,42,192,14.03,1.39,3.7,2.65,1.09,2.69,66.96,40498222.31,4108791.591
43,6.2,1.2,26,894,2.9,0.15,0.04,3.4,20,13,381,10,35,28,450,0.23,15,17,255,35,0.34,2.1,160,8.6,2398,0.7,43,0.94,32,49,212,14.58,1.16,2.47,3.13,0.69,3.57,65.97,40500000,4107681.589
30,11,1.9,47,766,1.8,0.2,0.17,6.7,84,18,419,40,35,22,458,1.4,14,29,300,37,0.36,2.2,173,5.8,3297,1.7,76,1.4,25,90,264,11.12,5.09,3.7,2.34,3.39,1.64,66.46,40479561.86,4111035.803
46,7,2.8,39,609,1.9,0.2,0.07,13,148,23,387,37,42,28,546,0.25,14,31,340,21,0.37,2.2,153,7.2,3397,1.8,88,1.5,26,38,212,12.52,2.19,4.84,2.33,1.89,1.91,69.44,40482227.71,4111029.764
138,6,136,47,558,2.1,0.31,0.13,13,102,35,381,22,51,22,493,0.46,16,31,470,180,0.4,2.7,140,9.4,3997,2,94,1.8,28,66,284,12.45,1.81,5,2.21,1.35,2.26,67.45,40484004.94,4111026.207
101,5.3,1.8,27,583,1.9,0.17,0.07,3.4,66,26,351,26,32,25,493,0.27,14,31,500,24,0.31,2.5,193,5.5,3997,1.4,88,1.2,21,44,192,13.66,2.35,4.78,2.09,1.74,2.31,68.45,40485782.17,4111023.024
50,7,1.5,28,638,2.1,0.2,0.06,6.7,79,22,372,42,36,28,507,0.3,13,33,340,31,0.34,2.1,223,6.2,3897,1.9,85,1.5,18,42,304,14.11,2.28,4.36,2.14,1.84,2.39,68.45,40487559.4,4111020.215
38,3.6,1.2,25,566,1.4,0.23,0.06,12,72,27,381,18,37,22,607,0.2,15,35,612,31,0.23,3.4,253,9.7,4546,1.7,101,1.4,18,54,357,13.66,3.27,5.38,2.02,1.74,2.48,66.96,40490225.25,4111016.705
50,5.2,1,34,667,2,0.17,0.06,15,48,22,356,24,35,22,420,0.69,11,24,488,25,0.3,2.4,230,6,3547,1.4,73,1.2,17,46,271,13.66,1.81,3.94,2.24,1.37,2.5,69.44,40492002.47,4111014.832
66,7.6,1.8,27,539,2.3,0.2,0.05,16,80,24,523,24,32,38,523,0.34,14,38,300,22,0.37,2.3,180,7.1,3697,1.5,100,1.1,22,69,172,14.3,2.21,5.07,2.1,1.65,2.15,63.98,40493778.88,4109903.515
28,5,4.2,23,478,2.3,0.2,0.06,14,77,25,589,16,30,38,592,0.21,12,37,415,19,0.37,1.8,167,7,3547,1.8,94,1,22,54,192,14.49,3.37,5.34,2.02,2.15,2.42,66.46,40495556.35,4109902.392
43,6.1,1.3,29,594,2.3,0.23,0.04,19,67,20,523,38,35,32,615,0.23,13,26,345,30,0.34,2.3,233,6.4,3347,1.6,83,0.94,23,44,204,14.58,1.98,4.27,2.38,1.42,2.69,69.44,40498222.54,4109901.409
32,8,1.4,39,441,2.5,0.25,0.08,13,50,18,493,12,33,35,679,0.25,14,26,272,27,0.43,2.6,167,6.5,3347,1.6,83,1.3,26,38,178,14.58,1.48,4.24,2.34,1.26,2.42,67.94,40500000,4109901.222
60,7.3,1.6,36,828,1.8,0.2,0.09,6.7,49,24,356,25,36,14,607,0.28,11,24,408,145,0.36,2.1,200,7.6,3147,1.8,76,1.2,24,104,198,11.41,7.97,3.44,2.38,5.22,1.81,60.99,40480455.63,4113253.345
30,6.1,2.3,45,660,1.9,0.28,0.05,15,140,29,387,21,36,30,553,0.15,15,40,352,25,0.38,2.2,197,7.4,3947,1.6,88,1.2,23,52,231,13.54,5.07,4.18,2.14,3.18,1.75,65.48,40482232.39,4113249.412
47,6.5,2.2,35,653,1.8,0.15,0.05,16,83,26,336,36,37,25,607,0.23,15,32,352,31,0.34,3,187,5.7,4396,1.8,110,1.3,25,39,251,12.81,3.93,4.47,2.21,2.35,1.96,68.94,40484009.15,4113245.854
55,5.4,1.2,82,583,1.9,0.15,0.04,16,79,21,276,28,33,22,630,0.18,13,31,385,25,0.36,2.6,190,5.9,5046,1.7,118,1.3,22,35,251,12.52,3.13,4.47,2.09,1.98,2.42,66.46,40485784.04,4112132.846
57,5.4,1.5,36,675,2,0.17,0.05,15,55,22,299,38,37,20,607,0.27,14,34,452,21,0.31,2.2,207,6.7,4696,1.7,94,1.3,25,35,363,12.26,3.19,4.18,2.28,2.53,2.3,68.45,40488449.54,4112128.773
58,5.4,2,49,711,2,0.14,0.05,14,64,25,299,34,33,22,576,0.21,14,31,358,29,0.31,11,220,7.1,4446,2,94,1.1,25,39,363,13.54,2.12,4.36,2.26,1.39,2.29,70.91,40490226.53,4112126.526
36,5.1,2.1,31,602,1.7,0.15,0.06,14,74,23,372,34,36,25,699,0.2,13,37,520,28,0.25,2.5,253,8.6,4246,1.9,98,1,20,48,422,14.2,3.27,4.67,2.14,1.57,2.5,64.99,40492003.53,4112124.654
43,4.3,0.8,18,470,2,0.14,0.05,17,79,30,503,18,33,32,851,0.25,15,41,792,18,0.25,2,260,8.2,5445,1.8,134,1,25,58,297,15.9,4.05,6.3,1.71,1.82,2.48,63.49,40493780.52,4112123.156
42,5.7,1.6,27,583,2.1,0.17,0.05,14,74,27,544,16,37,32,607,0.25,13,39,590,22,0.34,2.1,280,6.5,4147,1.6,101,0.88,23,52,218,15.13,2.96,5.06,2.04,1.7,2.49,67.94,40496446.01,4112121.611
47,5.6,1.7,29,711,2.3,0.15,0.05,14,73,20,579,15,39,35,546,0.23,14,31,470,31,0.36,2.6,280,5.9,3547,1.8,79,0.94,25,66,204,16.09,2.63,4.43,2.5,1.69,2.85,64.99,40498223.01,4112121.049
35,6.2,1.4,28,1014,2.4,0.12,0.08,17,38,15,381,16,31,28,527,0.21,10,20,300,57,0.34,2.3,290,5.3,2448,1.2,49,1.1,18,54,152,16.26,1.13,2.87,3.48,0.92,3.28,68.45,40500000,4112120.862
20,4.6,2,47,683,1.5,0.18,0.02,6.7,44,17,501,22,39,28,542,0.15,19,29,285,19,0.28,1.9,227,9.5,4172,1.7,59,1,27,26,621,11.33,1.31,3.33,2.38,3.06,1.83,72.67,40482234.73,4114359.239
21,4.4,1.4,41,633,1.6,0.17,0.03,5.4,50,16,501,16,27,22,419,0.3,15,26,270,17,0.25,1.8,210,6,3647,1.7,62,1.1,21,18,399,12.03,2.22,3.33,2.26,2.96,1.88,72.67,40484011.26,4114355.68
19,4.2,1.8,45,617,1.4,0.15,0.02,17,52,20,520,22,29,25,442,0.25,13,28,305,20,0.21,1.9,163,5,3797,1.6,64,0.89,22,26,389,11.96,6.33,3.91,2.02,4.95,1.68,64.47,40485787.79,4114352.496
26,4.3,1.4,48,510,1.5,0.18,0.03,8.7,47,18,623,22,28,25,442,0.2,11,29,345,20,0.23,2,182,7.2,3192,1.7,57,1.2,19,28,364,11.96,2.46,3.66,2.14,4.14,1.72,68.3,40488452.58,4114348.422
18,4,1,43,537,1.6,0.17,0.03,7.3,64,23,598,44,33,22,558,0.27,16,37,420,16,0.23,2.4,157,8.9,4471,2,74,1.2,26,55,405,12.67,2.14,5.06,2.12,4.61,1.92,68.3,40490229.11,4114346.175
26,3.8,1.3,74,573,1.6,0.2,0.04,13,58,25,413,76,27,22,615,0.12,13,36,465,22,0.21,3,210,5.3,3847,1.9,78,0.6,21,45,305,12.9,3.09,5,2.12,2.4,2.22,66.66,40492005.63,4114344.302
29,3.9,1.4,23,527,1.7,0.12,0.02,14,61,29,432,28,32,28,615,0.17,13,34,690,21,0.28,3.3,265,5.4,3847,1.8,84,0.79,21,48,405,13.85,2.67,5.27,1.86,1.57,2.37,67.19,40493782.16,4114342.804
28,4.5,2.4,30,640,2,0.18,0.02,11,57,24,546,22,40,28,567,0.2,16,36,580,20,0.25,2.2,333,7.4,4097,1.7,83,0.79,26,39,444,12.82,2.3,4.56,2.22,1.54,2.37,71.58,40496446.95,4114341.259
23,4.4,0.89,30,567,1.9,0.12,0.02,3.4,60,19,520,14,32,28,527,0.18,16,29,385,21,0.31,2.1,225,6.2,3497,1.4,65,1,26,39,393,12.75,2.02,4.18,2.34,1.35,2.39,72.11,40498223.47,4114340.697
26,4.2,1.7,35,650,1.9,0.23,0.03,9.3,37,15,376,20,27,22,400,0.25,13,18,335,26,0.25,2.4,240,7.8,2848,1.5,48,1.1,21,32,280,12.9,1,3.07,2.77,1.02,2.66,72.67,40500000,4114340.509
26,5.3,1.2,41,776,1.9,0.17,0.03,5.4,60,16,413,19,44,19,740,0.23,24,28,345,19,0.28,4.1,277,11.6,4996,2.1,65,1,39,22,606,12.43,1.58,3.23,2.46,2.08,1.99,76.5,40482239.41,4116578.897
26,5.2,1.2,38,730,1.9,0.18,0.03,6.7,58,19,432,21,34,25,574,0.3,19,29,345,20,0.3,1.9,248,9.2,4321,2.3,79,1.2,29,28,464,12.28,1.87,3.66,2.43,1.85,1.99,73.2,40484015.47,4116575.338
28,4.7,1.9,45,673,2,0.11,0.03,16,54,21,476,22,32,28,527,0.36,16,31,305,19,0.27,2.1,225,9.9,3647,1.8,75,1.2,27,31,360,11.8,1.7,4.06,2.31,2.37,1.81,71.58,40485791.53,4116572.154
25,4.9,2,39,647,1.8,0.17,0.03,11,55,25,571,28,32,22,536,0.23,15,34,370,18,0.23,1.8,217,9.9,3822,1.8,73,1.1,26,32,384,12.43,2.75,4.21,2.19,3.76,1.88,69.39,40488455.62,4116568.079
23,5.1,2.5,46,607,1.7,0.17,0.03,10,54,16,571,22,30,22,388,0.27,15,28,260,21,0.28,3,180,10.3,3047,1.7,61,1.4,23,32,380,11.16,2.92,3.18,2.16,5.33,1.64,68.84,40490231.68,4116565.831
47,5,9.4,35,680,2,0.18,0.03,12,55,24,598,48,41,25,574,0.27,19,33,501,25,0.28,4.4,257,6.4,3397,1.9,70,1.2,28,36,434,12.58,2.58,3.88,2.38,3.1,1.99,72.67,40492007.74,4116563.958
41,4.1,2.2,33,780,2,0.2,0.02,8.7,60,23,394,68,38,22,574,0.21,19,38,395,20,0.21,3.3,225,8,3697,1.7,72,1.2,27,34,552,13.05,1.58,4.16,2.4,1.59,2.08,72.67,40493783.8,4116562.459
30,4.1,1.6,32,663,2,0.18,0.03,7.3,61,23,501,58,33,25,530,0.28,17,33,395,23,0.25,4.5,273,7.9,3672,1.5,75,0.8,26,38,360,13.22,1.74,4,2.24,1.27,2.18,76.5,40496447.88,4116560.914
26,5.3,1.9,33,746,2.2,0.11,0.03,14,41,20,450,22,35,25,466,0.27,22,27,370,22,0.28,2.3,267,8,3522,1.5,63,0.79,29,41,405,13.52,1.41,3.38,2.52,1.02,2.49,71.58,40498223.94,4116560.352
40,5,4.1,40,703,2,0.2,0.03,6.7,49,21,376,36,35,22,444,0.21,19,30,320,23,0.27,2.5,220,7.6,3047,1.8,65,1.2,28,26,287,10.94,6.84,3.33,2.16,2.83,1.76,65.01,40485795.28,4118791.819
26,5.7,1.4,30,773,2.1,0.18,0.03,10,47,21,501,26,40,21,602,0.27,19,30,500,18,0.2,2.7,260,9.2,3447,1.8,72,1,31,30,321,12.28,2.5,3.91,2.43,2.23,2.45,68.84,40488458.67,4118787.743
26,4.7,0.89,34,743,2,0.18,0.04,5.4,45,20,520,27,33,22,558,0.23,15,27,440,24,0.23,2.6,242,5.9,2623,1.7,58,1.1,25,31,355,11.96,4.21,3.28,2.58,2.83,2.04,66.61,40490234.26,4118785.495
29,5.6,0.8,38,766,2,0.15,0.03,8.7,45,19,476,45,33,21,504,0.25,17,29,355,21,0.28,2.4,273,6.7,3222,1.6,66,1.1,25,22,512,12.5,1.67,3.23,2.55,1.14,2.39,73.2,40492009.85,4118783.621
39,4.6,0.89,40,647,2.2,0.15,0.02,10,34,18,339,37,35,21,457,0.4,19,22,345,24,0.25,5.5,198,6.6,3372,1.7,61,1.2,32,60,610,11.8,1.32,3.44,2.27,0.97,2.66,73.76,40493785.44,4118782.122
32,5,1.6,31,720,2,0.15,0.03,15,53,29,774,39,41,22,593,0.33,15,30,126,21,0.31,4.6,308,5.7,3272,1.8,86,1.1,29,42,453,11.73,5.09,4.76,2.16,1.89,1.99,69.93,40496448.82,4118780.577
23,3.4,0.89,21,810,2.1,0.15,0.03,8.7,40,26,623,15,33,28,542,0.3,16,28,525,20,0.25,2.1,317,7.4,3122,1.6,65,0.8,23,48,405,14,1.74,3.86,2.43,0.92,2.77,68.84,40498224.41,4118780.015
28,3.2,21,27,867,2.1,0.1,0.02,10,43,21,376,20,28,15,536,0.15,12,26,580,43,0.15,3.1,427,4.6,2698,1.3,63,0.6,24,22,375,13.77,2.79,3.1,2.67,1.24,3.3,72.11,40488461.71,4121007.415
27,4.8,6,32,787,2,0.15,0.03,8.5,45,20,468,29,34,18,550,0.23,16,28,469,27,0.21,2.7,301,22.4,2998,5.1,65,0.94,26,26,391,12.64,2.79,3.38,2.56,1.87,2.54,70.19,40490236.83,4121005.166
29,5,1.3,34,722,2.7,0.15,0.03,7.6,41,19,442,34,37,22,522,0.28,22,26,358,23,0.25,3.9,222,66,3360,16,65,1.1,35,35,613,12.62,2.11,3.55,2.42,1.52,2.62,70.85,40492011.95,4121003.292
23,5.2,2.6,24,733,4.6,0.12,0.02,5.4,40,20,432,26,48,22,567,0.25,35,27,290,22,0.28,5,173,9.4,4221,2.1,73,1,57,25,976,14.17,1.23,4.24,2.27,1.12,3.38,70.48,40494673.93,4119891.348
26,5.4,1.5,47,890,2.4,0.25,0.03,14,50,30,520,28,44,28,561,0.46,20,38,395,30,0.34,4.5,253,7.5,3322,2.1,82,1.4,29,31,483,12.9,2.01,4.03,2.81,1.49,2.22,69.39,40496449.29,4119890.411
28,5.7,1,28,800,2.3,0.17,0.04,15,73,27,450,28,34,28,674,0.46,16,40,305,23,0.3,2.7,260,5.8,3447,1.7,81,1.3,26,34,468,13.15,1.45,3.8,2.31,1.07,2.04,73.2,40498224.65,4119889.849
40,5.7,1.6,30,927,1.7,0.18,0.04,7.4,45.6,15.9,330,53,24.8,23.7,446,0.8,12.4,16.3,345,21.4,0.33,1.9,272,7,3033,1.5,59.4,1.32,16.9,31.8,388,12.81,1.34,2.78,2.75,1.11,2.11,71.15,40502659.16,4132098.383
38,5.6,1.7,30,1007,1.8,0.18,0.04,7.4,44.5,16.1,328,50,19.9,23.7,473,0.88,12.4,16.4,320,21.9,0.34,2,283,6,2948,1.4,58.3,1.18,17.1,32,382,13.28,1.25,2.78,2.89,1.11,2.19,70.76,40504431.94,4132099.134
39,5.4,1.6,31,1047,1.8,0.15,0.04,7.7,43.4,16.8,320,50,20.9,23.9,498,0.74,12.7,16.1,335,21.8,0.36,2.1,291,6,2956,1.35,58.3,1.05,17.6,33.9,356,13.37,1.23,2.85,2.96,1.09,2.31,70.72,40506204.71,4132100.259
42,5.9,1.9,36,976,1.8,0.15,0.04,8.2,45.2,16.2,309,43,23.4,24.6,501,0.54,13.2,16.7,343,20.9,0.36,2.2,275,7,3113,1.4,60.6,1.04,17.7,35.3,340,13.26,1.3,3,2.81,1.14,2.37,70.81,40508863.88,4132102.651
42,6.1,2.3,38,919,1.8,0.15,0.05,8.8,47.8,16.7,332,43,24.3,23.3,536,0.34,13.6,17.3,346,20.5,0.34,2.4,267,7,3251,1.6,62.8,1.14,18.1,38,323,13.24,1.31,3.24,2.74,1.17,2.38,70.66,40510636.65,4132104.714
43,6.4,3.2,38,862,1.9,0.17,0.06,9.5,51.1,17.4,358,42,25.6,22.2,569,0.36,13.9,18.1,345,20.6,0.34,2.4,256,7,3366,1.8,65.1,1.21,18.5,41.2,322,13.37,1.34,3.54,2.69,1.21,2.3,70.16,40512409.43,4132107.153
41,6.5,4.3,35,846,1.9,0.18,0.06,10.2,51.5,19.3,383,39,28.7,21.7,598,0.38,14.2,19.1,344,22,0.36,2.2,260,7.5,3463,1.7,67,1.28,19.3,46.6,338,13.6,1.44,3.96,2.66,1.22,2.25,69.37,40514180.33,4133219.824
